"ID","MS.SubClass","Lot.Frontage","Lot.Area","Alley","Lot.Shape","Land.Contour","House.Style","Overall.Qual","Overall.Cond","Year.Built","Mas.Vnr.Area","Exter.Cond","BsmtFin.SF.2","Bsmt.Unf.SF","Total.Bsmt.SF","Heating.QC","X1st.Flr.SF","X2nd.Flr.SF","Low.Qual.Fin.SF","Gr.Liv.Area","Bsmt.Full.Bath","Bsmt.Half.Bath","Full.Bath","Half.Bath","Bedroom.AbvGr","Kitchen.Qual","Functional","Garage.Type","Garage.Cars","Garage.Cond","Paved.Drive","Wood.Deck.SF","Open.Porch.SF","Enclosed.Porch","X3Ssn.Porch","Screen.Porch","Misc.Feature","Misc.Val","Mo.Sold","Sale.Condition","SalePrice","is.miss.Lot.Frontage","is.miss.Mas.Vnr.Area"
1838,120,47,4230,"Pave","Reg","Lvl","1Story",7,5,2006,0,"TA",0,1352,1352,"Ex",1352,0,0,1352,0,0,2,0,2,"Gd","Typ","Attchd",2,"TA","Y",0,241,0,0,0,"NA",0,4,"Partial",20.89,0,0
1841,120,35,4274,"Pave","IR1","Lvl","1Story",7,5,2006,0,"TA",0,135,1241,"Ex",1241,0,0,1241,1,0,1,1,1,"Gd","Typ","Attchd",2,"TA","Y",0,116,0,0,0,"NA",0,11,"Partial",19.99,0,1
1842,160,35,4251,"Pave","IR1","Lvl","2Story",7,5,2006,0,"TA",0,625,625,"Ex",625,625,0,1250,0,0,2,1,2,"Gd","Typ","Detchd",2,"TA","Y",0,54,0,0,0,"NA",0,6,"Partial",16.47,0,0
1845,160,0,2117,"NA","Reg","Lvl","2Story",6,5,2000,513,"TA",0,336,756,"Ex",756,756,0,1512,0,0,2,1,2,"Gd","Typ","Detchd",2,"TA","Y",0,32,0,0,0,"NA",0,6,"Normal",16.85,1,0
1846,160,24,2117,"NA","Reg","Lvl","2Story",6,5,2000,216,"TA",0,339,756,"Ex",769,804,0,1573,0,0,2,1,3,"Gd","Typ","Detchd",2,"TA","Y",0,32,0,0,0,"NA",0,9,"Normal",17.7,0,0
1847,160,0,2117,"NA","Reg","Lvl","2Story",6,5,2000,456,"TA",0,320,756,"Ex",769,756,0,1525,0,0,2,1,3,"Gd","Typ","Detchd",2,"TA","Y",0,0,0,0,0,"NA",0,6,"Normal",17.7,1,0
1849,160,24,2645,"Pave","Reg","Lvl","2Story",8,5,1999,456,"TA",0,776,776,"Ex",764,677,0,1441,0,0,2,1,2,"Gd","Typ","Detchd",2,"TA","Y",206,0,0,0,0,"NA",0,11,"Normal",17.4,0,0
1850,60,66,7399,"Pave","IR1","Lvl","2Story",7,5,1997,1600,"TA",0,326,975,"Ex",975,975,0,1950,0,0,2,1,3,"Gd","Typ","Detchd",2,"TA","Y",0,10,0,0,198,"NA",0,6,"Normal",23.9,0,0
1851,20,73,7321,"Pave","IR1","Lvl","1Story",7,5,1999,0,"TA",0,1339,1339,"Ex",1358,0,0,1358,0,0,2,0,3,"Gd","Typ","Detchd",2,"TA","Y",176,174,0,0,0,"NA",0,12,"Normal",20.4,0,0
1854,120,50,9466,"NA","IR2","Lvl","1Story",8,5,1994,0,"TA",1037,0,1494,"Ex",1494,0,0,1494,1,0,1,1,1,"Gd","Typ","Attchd",2,"TA","Y",0,30,0,0,217,"NA",0,5,"Normal",27.97,0,0
1856,80,0,16157,"NA","IR1","Lvl","SLvl",5,7,1978,0,"TA",391,289,1360,"Ex",1432,0,0,1432,1,0,1,1,2,"Gd","Typ","Attchd",2,"TA","Y",168,180,0,0,0,"NA",0,6,"Normal",19.4,1,0
1858,120,40,3840,"NA","IR1","Lvl","1Story",8,6,1978,0,"TA",176,0,1057,"TA",1295,0,0,1295,1,0,1,0,1,"Gd","Typ","Attchd",2,"TA","Y",133,89,0,0,0,"NA",0,7,"Normal",21.375,0,0
1859,80,80,9600,"NA","Reg","Lvl","SLvl",6,7,1976,360,"Gd",0,528,528,"Ex",1094,761,0,1855,0,0,2,1,3,"TA","Typ","Attchd",2,"TA","Y",113,100,0,0,0,"NA",0,8,"Normal",18.7,0,0
1860,20,80,9600,"NA","Reg","Lvl","1Story",6,8,1976,0,"TA",0,284,1262,"Ex",1262,0,0,1262,0,1,2,0,3,"TA","Typ","Attchd",2,"TA","Y",298,0,0,0,0,"NA",0,5,"Normal",18.15,0,0
1861,20,94,17778,"NA","IR1","Lvl","1Story",8,5,1981,0,"TA",829,0,2461,"Gd",2497,0,0,2497,1,0,2,0,2,"Gd","Typ","Attchd",2,"TA","Y",266,0,0,0,0,"NA",0,3,"Normal",37.3,0,0
1862,90,0,18890,"NA","IR1","Lvl","1.5Fin",5,5,1977,1,"TA",211,652,1361,"Ex",1361,1259,0,2620,0,0,2,2,4,"TA","Typ","BuiltIn",2,"TA","N",155,24,145,0,0,"Gar2",8300,8,"Normal",19,1,0
1863,60,0,7050,"NA","Reg","Lvl","2Story",7,5,2001,0,"TA",0,319,1057,"Ex",1057,872,0,1929,1,0,2,1,3,"Gd","Typ","Attchd",2,"TA","Y",0,235,0,0,0,"NA",0,5,"Normal",22.6,1,0
1864,20,78,11700,"NA","Reg","Lvl","1Story",6,6,1968,41,"TA",0,912,912,"Ex",1152,0,0,1152,1,0,1,1,3,"TA","Typ","Attchd",2,"TA","Y",0,126,0,0,0,"NA",0,9,"Normal",14.345,0,0
1865,60,80,8000,"NA","Reg","Lvl","2Story",6,6,1970,525,"TA",0,93,1008,"TA",1403,1008,0,2411,1,0,2,1,4,"TA","Typ","Attchd",2,"TA","Y",0,192,0,0,0,"NA",0,6,"Normal",24.005,0,0
1867,20,130,11700,"NA","Reg","Lvl","1Story",6,5,1968,196,"TA",0,385,1295,"Fa",1295,0,0,1295,1,0,1,1,3,"TA","Typ","Attchd",2,"TA","Y",0,194,0,0,200,"NA",0,4,"Normal",16.4,0,0
1868,20,108,11358,"NA","IR1","Lvl","1Story",7,7,1972,0,"TA",0,778,1124,"TA",1610,0,0,1610,0,0,2,0,3,"Gd","Typ","Attchd",2,"TA","Y",202,0,0,0,256,"NA",0,5,"Normal",18.5,0,0
1870,60,78,10530,"NA","Reg","Lvl","2Story",7,6,1993,194,"TA",0,329,1148,"Ex",1091,984,0,2075,1,0,2,1,3,"Gd","Typ","Attchd",2,"TA","Y",235,86,0,0,0,"NA",0,8,"Normal",25.5,0,0
1872,20,88,10738,"NA","IR1","Lvl","1Story",6,7,1966,0,"TA",0,301,1093,"Gd",1093,0,0,1093,1,0,2,0,3,"TA","Typ","Attchd",2,"TA","Y",224,0,0,0,0,"Shed",400,11,"Normal",15.85,0,0
1873,20,80,9600,"NA","Reg","Lvl","1Story",7,6,1973,320,"TA",0,326,1242,"Fa",1242,0,0,1242,0,0,1,1,3,"TA","Typ","Attchd",2,"TA","Y",0,0,0,0,0,"NA",0,9,"Normal",17.55,0,0
1874,20,80,10800,"NA","Reg","Lvl","1Story",6,5,1963,203,"TA",264,171,1052,"TA",1052,0,0,1052,1,0,1,0,3,"TA","Typ","Attchd",1,"TA","Y",0,133,0,0,0,"NA",0,2,"Normal",12.7,0,0
1875,20,70,8050,"NA","Reg","Lvl","1Story",5,6,1967,0,"TA",38,437,949,"TA",1107,0,0,1107,1,0,1,0,3,"Gd","Typ","Attchd",1,"TA","Y",88,64,0,0,0,"NA",0,3,"Normal",12.7,0,0
1876,20,0,10355,"NA","IR1","Lvl","1Story",5,5,1967,196,"TA",0,519,1214,"TA",1214,0,0,1214,0,0,2,0,3,"TA","Typ","Attchd",1,"TA","Y",0,111,0,0,0,"NA",0,7,"Normal",14.3,1,0
1877,20,79,10289,"NA","Reg","Lvl","1Story",5,7,1965,168,"TA",0,237,1073,"TA",1073,0,0,1073,1,0,1,1,3,"TA","Typ","Attchd",2,"TA","Y",0,0,0,0,0,"NA",0,6,"Normal",15.6,0,0
1879,90,0,10624,"NA","IR1","Lvl","1Story",5,4,1964,84,"TA",264,1424,1728,"TA",1728,0,0,1728,0,1,2,0,6,"TA","Typ","Detchd",1,"TA","Y",155,0,0,0,0,"NA",0,11,"Normal",11.9,1,0
1880,90,0,10899,"NA","IR1","Lvl","1Story",4,5,1964,0,"TA",0,0,0,"TA",1224,0,0,1224,0,0,2,0,2,"TA","Typ","CarPort",3,"TA","Y",0,0,0,0,0,"NA",0,4,"Normal",10.3,1,0
1882,20,0,12772,"NA","IR1","Lvl","1Story",6,8,1960,0,"Gd",0,460,958,"TA",958,0,0,958,0,0,1,0,2,"TA","Typ","Attchd",1,"TA","Y",0,0,0,0,0,"Gar2",15500,4,"Normal",15.15,1,0
1884,80,65,10482,"NA","Reg","Lvl","SLvl",6,8,1958,63,"Gd",0,81,588,"Ex",1138,0,0,1138,0,1,1,0,3,"TA","Typ","Attchd",1,"TA","Y",224,0,0,0,0,"NA",0,6,"Normal",14.5,0,0
1886,20,74,7450,"NA","IR1","Lvl","1Story",5,5,1956,0,"TA",206,250,894,"Gd",1074,0,0,1074,0,0,1,0,2,"Gd","Min1","Detchd",2,"TA","Y",0,72,0,0,0,"NA",0,1,"Normal",12.4,0,0
1888,20,0,14357,"NA","IR1","Lvl","1Story",5,5,1961,0,"TA",167,386,864,"TA",1187,0,0,1187,1,0,1,0,2,"TA","Typ","Attchd",2,"TA","Y",128,0,0,0,0,"NA",0,8,"Normal",14.05,1,0
1889,20,76,8243,"NA","IR1","Lvl","1Story",5,7,1961,56,"Gd",0,264,964,"Ex",964,0,0,964,0,0,1,0,3,"TA","Typ","Detchd",2,"TA","Y",170,0,0,0,0,"NA",0,2,"Normal",13.75,0,0
1890,20,70,8680,"NA","Reg","Lvl","1Story",5,7,1960,0,"TA",0,894,894,"TA",894,0,0,894,0,0,1,0,3,"TA","Typ","Detchd",1,"TA","Y",0,0,0,0,0,"NA",0,1,"Normal",11.76,0,0
1892,80,80,9200,"NA","Reg","Lvl","SLvl",6,5,1965,98,"TA",0,548,1042,"TA",1042,0,0,1042,0,0,2,0,3,"TA","Typ","Attchd",2,"TA","Y",192,0,0,0,0,"NA",0,5,"Normal",16.1,0,0
1894,60,80,8800,"NA","Reg","Lvl","2Story",6,7,1964,306,"Gd",0,431,845,"Ex",845,1309,0,2154,0,0,2,1,5,"TA","Typ","Attchd",2,"TA","Y",0,0,0,0,161,"NA",0,7,"Normal",22.45,0,0
1896,20,0,22002,"NA","Reg","Lvl","1Story",6,7,1959,136,"Gd",0,206,1592,"Gd",1652,0,0,1652,1,0,1,1,3,"Gd","Typ","Attchd",2,"TA","Y",0,0,0,0,201,"NA",0,7,"Normal",20,1,0
1897,20,0,14585,"NA","IR1","Lvl","1Story",6,6,1960,85,"TA",219,331,1144,"Ex",1429,0,0,1429,0,1,1,0,3,"Gd","Typ","Attchd",2,"TA","Y",216,110,0,0,0,"NA",0,6,"Normal",18.19,1,0
1898,20,75,7388,"NA","Reg","Lvl","1Story",5,6,1959,0,"TA",0,658,1063,"Gd",1327,0,0,1327,1,0,1,0,3,"Gd","Typ","Detchd",2,"TA","Y",0,0,0,0,0,"NA",0,7,"Normal",15.075,0,0
1899,90,70,9842,"NA","Reg","Lvl","1Story",4,5,1962,0,"TA",0,0,0,"TA",1224,0,0,1224,0,0,2,0,2,"TA","Typ","CarPort",2,"TA","Y",0,0,0,0,0,"NA",0,3,"Normal",10.18,0,0
1900,20,57,8280,"NA","IR1","Lvl","1Story",6,5,1950,0,"TA",0,932,932,"Ex",932,0,0,932,0,0,1,0,2,"Gd","Typ","Attchd",1,"TA","Y",0,0,214,0,0,"NA",0,11,"Normal",12.4,0,0
1901,45,85,12172,"NA","Reg","Lvl","1.5Unf",5,7,1940,0,"TA",259,433,822,"TA",908,0,0,908,0,0,1,0,2,"TA","Typ","Attchd",2,"TA","Y",284,24,0,0,192,"NA",0,10,"Normal",13.85,0,0
1903,20,50,5000,"NA","Reg","Lvl","1Story",3,3,1946,0,"Fa",0,367,666,"Fa",666,0,0,666,0,1,1,0,2,"Gd","Typ","NA",0,"NA","N",0,52,0,0,0,"NA",0,4,"Normal",6.45,0,0
1904,50,51,3500,"NA","Reg","Lvl","1.5Fin",3,5,1945,0,"TA",0,226,370,"TA",442,228,0,670,1,0,1,0,2,"Fa","Typ","NA",0,"NA","N",0,21,0,0,0,"Shed",2000,7,"Normal",6.4,0,0
1905,20,50,5175,"NA","Reg","Lvl","1Story",5,8,1958,0,"TA",404,254,808,"Ex",808,0,0,808,0,0,1,0,2,"TA","Typ","Detchd",1,"TA","N",143,0,0,0,0,"NA",0,7,"Normal",11.2,0,0
1906,60,100,9500,"NA","Reg","Lvl","2Story",6,6,1964,272,"TA",0,374,816,"TA",1127,850,0,1977,0,1,1,1,4,"TA","Typ","Attchd",2,"TA","Y",0,52,0,0,0,"NA",0,6,"Normal",16.5,0,0
1907,20,80,9600,"NA","Reg","Lvl","1Story",5,6,1955,176,"Gd",0,710,1078,"Ex",1150,0,0,1150,1,0,1,0,2,"TA","Typ","Attchd",1,"TA","Y",0,0,0,0,175,"NA",0,10,"Normal",14.4,0,0
1908,90,95,11345,"NA","Reg","Lvl","2Story",5,5,1948,567,"TA",0,708,928,"Gd",928,992,0,1920,0,0,2,0,4,"TA","Typ","Detchd",2,"Fa","Y",0,0,0,0,0,"NA",0,7,"Normal",13.7,0,0
1909,50,79,9492,"NA","Reg","Lvl","1.5Fin",5,5,1941,0,"TA",41,359,768,"TA",968,408,0,1376,1,0,1,0,3,"TA","Typ","Attchd",1,"TA","Y",0,0,0,0,0,"NA",0,4,"Normal",10.5,0,0
1910,70,79,9480,"NA","Reg","Lvl","2Story",5,7,1942,224,"TA",0,342,728,"Ex",888,756,0,1644,0,0,1,1,3,"Gd","Typ","Attchd",1,"TA","Y",168,0,0,0,0,"NA",0,6,"Normal",14.65,0,0
1911,90,63,8668,"NA","Reg","Lvl","1Story",5,5,1968,0,"TA",0,1560,1560,"TA",1560,0,0,1560,0,0,2,0,4,"TA","Typ","Detchd",3,"TA","Y",0,0,0,0,0,"NA",0,5,"Normal",12.6,0,0
1912,85,0,10050,"NA","IR1","Lvl","SFoyer",5,6,1966,87,"TA",0,191,793,"Ex",1280,0,0,1280,0,1,2,0,3,"TA","Typ","Basment",2,"TA","Y",140,40,0,0,0,"NA",0,6,"Normal",17.5,1,0
1914,20,70,10150,"NA","Reg","Lvl","1Story",5,5,1958,1,"TA",0,456,912,"Ex",912,0,0,912,0,0,1,0,2,"TA","Typ","Attchd",1,"TA","Y",0,0,0,0,0,"NA",0,7,"Normal",11.45,0,0
1917,20,73,8760,"NA","Reg","Lvl","1Story",6,7,1957,0,"TA",0,63,936,"TA",936,0,0,936,1,0,1,0,2,"Gd","Typ","Attchd",1,"TA","Y",0,0,0,219,0,"NA",0,9,"Normal",14.1,0,0
1920,20,70,8176,"NA","Reg","Lvl","1Story",5,6,1958,0,"TA",0,210,1056,"Fa",1056,0,0,1056,1,0,1,0,3,"TA","Typ","Attchd",1,"TA","Y",0,0,0,0,0,"NA",0,8,"Normal",13.9,0,0
1922,20,80,9250,"NA","Reg","Lvl","1Story",5,7,1954,0,"TA",468,108,1056,"TA",1056,0,0,1056,0,1,1,0,3,"TA","Typ","Attchd",1,"TA","Y",390,0,0,0,0,"NA",0,7,"Normal",13.94,0,0
1923,20,90,11988,"NA","IR1","Lvl","1Story",6,6,1957,0,"TA",0,467,1244,"Ex",1244,0,0,1244,0,0,1,1,3,"TA","Typ","Attchd",1,"TA","Y",0,40,0,0,0,"NA",0,5,"Normal",15,0,0
1924,20,70,9100,"NA","Reg","Lvl","1Story",5,5,1960,69,"TA",0,1144,1144,"TA",1144,0,0,1144,0,0,1,0,3,"TA","Typ","Attchd",1,"TA","Y",0,0,0,0,0,"NA",0,6,"Normal",12,0,0
1925,20,80,9736,"NA","Reg","Lvl","1Story",6,6,1957,289,"TA",138,525,1331,"Gd",1721,0,0,1721,0,0,1,0,4,"TA","Typ","Attchd",2,"TA","Y",0,0,0,0,0,"NA",0,4,"Normal",17.485,0,0
1926,20,72,9770,"NA","Reg","Lvl","1Story",5,5,1957,0,"TA",0,410,922,"TA",922,0,0,922,1,0,1,0,2,"TA","Typ","Attchd",1,"TA","Y",0,34,0,0,0,"NA",0,4,"Normal",11.6,0,0
1928,20,0,12155,"NA","IR3","Lvl","1Story",6,3,1970,0,"TA",0,420,1657,"Gd",1657,0,0,1657,0,1,2,0,3,"TA","Typ","Attchd",2,"TA","Y",0,0,0,0,147,"NA",0,3,"Normal",16.35,1,0
1930,20,75,10050,"NA","Reg","Lvl","1Story",5,5,1955,0,"TA",0,928,1216,"TA",1216,0,0,1216,1,0,1,0,3,"TA","Typ","Attchd",1,"TA","Y",0,0,0,0,0,"NA",0,8,"Normal",12.95,0,0
1931,20,60,11556,"NA","Reg","Lvl","1Story",5,9,1953,0,"Ex",0,456,864,"Gd",1154,0,0,1154,0,0,1,1,3,"Ex","Typ","Detchd",1,"TA","Y",63,0,0,0,0,"NA",0,7,"Normal",14.2,0,0
1932,90,70,8078,"NA","Reg","Lvl","1Story",5,5,1958,260,"TA",0,1560,1560,"TA",1560,0,0,1560,0,0,2,0,4,"TA","Typ","Detchd",2,"TA","Y",0,0,0,0,0,"NA",0,12,"Normal",12.86,0,0
1933,20,60,10950,"NA","Reg","Lvl","1Story",6,6,1952,0,"TA",0,507,948,"TA",948,0,0,948,0,0,1,0,2,"TA","Typ","Detchd",2,"TA","N",0,48,0,0,0,"NA",0,4,"Normal",12.5,0,0
1934,20,68,7942,"NA","Reg","Lvl","1Story",6,7,1953,0,"TA",955,0,1040,"TA",1040,0,0,1040,0,1,1,0,3,"TA","Typ","Attchd",1,"TA","Y",0,0,0,0,0,"NA",0,6,"Normal",13.6,0,0
1935,20,66,8923,"NA","Reg","Lvl","1Story",5,7,1953,0,"TA",0,365,1008,"Gd",1008,0,0,1008,1,0,1,0,2,"Gd","Typ","Attchd",1,"TA","Y",0,18,0,0,0,"NA",0,5,"Normal",13.45,0,0
1936,20,71,8540,"NA","Reg","Lvl","1Story",5,8,1956,0,"Gd",691,120,925,"TA",925,0,0,925,1,0,1,0,3,"Gd","Typ","Detchd",1,"TA","Y",152,0,0,0,0,"NA",0,6,"Normal",12.7,0,0
1937,80,60,7134,"NA","Reg","Bnk","SLvl",5,5,1955,0,"TA",0,0,384,"TA",1360,0,0,1360,0,0,1,0,3,"TA","Min1","Detchd",2,"TA","Y",0,50,0,0,0,"NA",0,2,"Normal",13,0,0
1938,50,55,7150,"NA","Reg","Lvl","1.5Fin",4,4,1955,0,"TA",0,1040,1190,"Gd",1040,500,0,1540,1,0,1,0,4,"Fa","Typ","Detchd",1,"TA","Y",0,0,0,0,0,"NA",0,8,"Normal",11.5,0,0
1941,20,75,9532,"NA","Reg","Lvl","1Story",4,6,1953,0,"TA",354,156,1105,"Gd",1647,0,0,1647,1,0,1,0,3,"TA","Min1","Attchd",1,"TA","Y",225,0,0,0,0,"NA",0,2,"Normal",15.3,0,0
1943,50,60,14190,"NA","Reg","Lvl","1.5Fin",4,7,1890,0,"Gd",0,925,925,"Gd",1000,544,0,1544,0,0,2,0,3,"TA","Typ","NA",0,"NA","N",231,0,0,0,0,"NA",0,4,"Normal",13.8,0,0
1944,45,60,9600,"NA","Reg","Lvl","1.5Unf",5,7,1949,0,"TA",0,625,845,"TA",893,0,0,893,0,1,1,0,2,"Gd","Typ","Detchd",2,"TA","Y",0,0,0,0,0,"NA",0,5,"Normal",13.5,0,0
1947,50,60,10134,"NA","Reg","Lvl","1.5Fin",5,6,1940,0,"TA",0,735,735,"Gd",735,299,0,1034,0,0,1,0,2,"TA","Typ","Detchd",1,"TA","Y",0,39,0,0,0,"NA",0,7,"Normal",10.9,0,0
1948,45,55,5500,"NA","Reg","Lvl","1.5Unf",4,6,1956,0,"TA",0,882,882,"Ex",882,0,0,882,0,0,1,0,1,"TA","Typ","NA",0,"NA","Y",0,0,0,0,0,"NA",0,4,"Normal",10.32,0,0
1949,50,60,10284,"NA","Reg","Lvl","1.5Fin",4,7,1925,0,"TA",66,55,1151,"Ex",845,436,0,1281,1,0,2,0,1,"TA","Mod","Detchd",2,"TA","Y",0,0,0,0,0,"NA",0,8,"Abnorml",12.85,0,0
1950,30,60,10800,"Grvl","Reg","Lvl","1Story",4,6,1927,0,"TA",0,656,656,"TA",968,0,0,968,0,0,2,0,4,"TA","Typ","Detchd",1,"Fa","Y",0,0,0,0,0,"NA",0,8,"Normal",6.45,0,0
1951,70,60,10800,"Grvl","Reg","Lvl","2Story",5,9,1895,0,"Gd",0,736,736,"Ex",751,783,0,1534,0,0,1,1,3,"Gd","Typ","NA",0,"NA","N",0,112,0,0,0,"NA",0,7,"Normal",14.8,0,0
1952,30,60,5400,"NA","Reg","Lvl","1Story",5,6,1920,0,"TA",0,691,691,"Ex",691,0,0,691,0,0,1,0,2,"Ex","Typ","Detchd",1,"TA","N",0,20,94,0,0,"NA",0,1,"Abnorml",8.6,0,0
1953,80,93,10090,"NA","IR1","Lvl","SLvl",7,5,1963,364,"TA",483,0,725,"TA",1035,616,0,1651,0,1,2,0,4,"TA","Typ","BuiltIn",1,"TA","Y",460,46,0,0,165,"NA",0,10,"Normal",17.2,0,0
1954,20,75,8700,"NA","IR1","Lvl","1Story",5,7,1961,53,"TA",0,728,920,"Gd",888,0,0,888,0,1,1,0,3,"TA","Typ","Attchd",1,"TA","Y",0,0,0,0,0,"NA",0,2,"Abnorml",12,0,0
1955,20,66,8300,"NA","IR1","Lvl","1Story",6,6,1968,86,"TA",0,0,952,"Gd",952,0,0,952,1,0,1,0,3,"TA","Typ","Attchd",1,"TA","Y",0,0,0,0,0,"NA",0,8,"Normal",12.85,0,0
1956,60,70,11606,"NA","IR1","HLS","2Story",5,5,1969,192,"TA",0,390,1040,"TA",1040,1040,0,2080,0,1,1,2,5,"Fa","Typ","Attchd",2,"TA","Y",335,0,0,0,0,"NA",0,9,"Family",13.5,0,0
1957,50,60,8064,"NA","Reg","Lvl","1.5Fin",5,7,1949,0,"Gd",0,672,672,"Ex",672,252,0,924,0,0,1,0,3,"TA","Typ","Detchd",2,"TA","Y",0,0,0,0,0,"Shed",2000,7,"Normal",12.29,0,0
1958,20,60,11664,"NA","Reg","Lvl","1Story",6,5,1948,206,"TA",0,746,1082,"TA",1082,0,0,1082,0,0,1,0,2,"TA","Typ","Detchd",1,"TA","Y",0,130,0,0,0,"NA",0,11,"Normal",11.92,0,0
1959,50,78,10496,"NA","Reg","Lvl","1.5Fin",6,6,1949,320,"TA",0,844,1040,"Ex",1168,678,0,1846,0,0,2,0,3,"TA","Typ","Attchd",1,"TA","Y",0,0,0,0,0,"NA",0,1,"Normal",14.3,0,0
1960,20,60,7200,"NA","Reg","Lvl","1Story",5,7,1950,0,"TA",96,246,876,"TA",988,0,0,988,0,0,1,0,3,"TA","Typ","Attchd",1,"TA","Y",0,80,0,0,0,"NA",0,5,"Normal",11.9,0,0
1961,20,60,7200,"NA","Reg","Lvl","1Story",5,3,1950,0,"TA",0,432,864,"Fa",1238,0,0,1238,0,0,1,1,3,"TA","Min2","Attchd",1,"TA","Y",0,171,0,0,0,"NA",0,11,"Normal",10.2,0,0
1962,20,60,7200,"NA","Reg","Lvl","1Story",5,8,1950,0,"TA",149,317,864,"Gd",864,0,0,864,1,0,1,0,3,"Gd","Typ","Detchd",2,"TA","Y",194,0,0,0,0,"NA",0,7,"Normal",12.9,0,0
1963,20,70,7000,"NA","Reg","Lvl","1Story",5,7,1960,45,"TA",0,422,1010,"Ex",1134,0,0,1134,0,0,1,0,2,"TA","Typ","Attchd",1,"TA","Y",0,16,0,0,0,"NA",0,4,"Family",13.5,0,0
1964,20,0,7500,"NA","Reg","Lvl","1Story",5,7,1959,0,"TA",0,466,1040,"Ex",1040,0,0,1040,1,0,1,0,3,"Gd","Typ","Attchd",1,"TA","Y",0,0,0,0,0,"Shed",0,7,"Normal",15.2,1,0
1965,20,70,7315,"NA","Reg","Lvl","1Story",5,6,1958,0,"TA",0,545,1170,"TA",1170,0,0,1170,0,1,1,0,3,"TA","Typ","Attchd",1,"TA","Y",0,0,0,0,225,"NA",0,3,"Normal",14,0,0
1966,20,70,7903,"NA","Reg","Lvl","1Story",5,5,1960,0,"TA",0,503,1242,"Gd",1242,0,0,1242,1,0,1,1,3,"TA","Typ","Attchd",1,"TA","Y",0,0,0,0,0,"NA",0,5,"Family",15.2,0,0
1967,20,80,8000,"NA","Reg","Lvl","1Story",5,5,1960,0,"TA",154,125,1377,"TA",1377,0,0,1377,1,0,1,0,3,"TA","Typ","Attchd",1,"TA","Y",0,0,0,0,0,"NA",0,11,"Normal",15.65,0,0
1970,60,80,9760,"NA","Reg","Lvl","2Story",6,8,1964,340,"TA",117,169,822,"Gd",1020,831,0,1851,0,0,2,1,3,"Gd","Typ","Attchd",2,"TA","Y",239,42,0,0,0,"NA",0,7,"Normal",18.7,0,0
1971,60,69,7590,"NA","Reg","Lvl","2Story",5,5,1962,288,"TA",0,324,864,"TA",876,936,0,1812,0,0,2,0,4,"TA","Typ","Attchd",1,"TA","Y",0,168,0,0,0,"NA",0,7,"Normal",16.95,0,0
1972,20,60,6600,"NA","Reg","Lvl","1Story",5,5,1962,0,"TA",442,312,864,"Gd",864,0,0,864,0,0,1,0,2,"TA","Typ","Detchd",1,"TA","Y",58,0,0,0,0,"NA",0,12,"Normal",12.55,0,0
1974,30,60,6978,"NA","Reg","Bnk","1Story",5,7,1926,0,"Gd",0,850,850,"TA",960,0,0,960,0,0,1,0,2,"TA","Typ","Detchd",2,"TA","Y",0,0,116,0,0,"NA",0,4,"Normal",10.3,0,0
1975,70,60,9600,"Grvl","Reg","Lvl","2Story",5,7,1910,0,"Gd",0,264,264,"Ex",768,664,0,1432,0,0,2,0,2,"TA","Typ","Detchd",2,"Gd","Y",270,0,112,0,0,"NA",0,5,"Abnorml",13.2,0,0
1977,30,56,4480,"NA","Reg","Lvl","1Story",5,5,1922,0,"TA",0,240,1022,"TA",1022,0,0,1022,1,0,1,0,2,"Fa","Typ","Detchd",1,"Fa","N",0,122,20,0,0,"NA",0,2,"Normal",8.95,0,0
1979,30,56,3153,"Grvl","Reg","Lvl","1Story",5,6,1920,0,"TA",0,967,967,"Gd",967,0,0,967,0,0,1,0,2,"TA","Typ","Detchd",1,"TA","N",0,0,26,0,0,"NA",0,7,"Normal",9.99,0,0
1980,30,60,10800,"Grvl","Reg","Lvl","1Story",4,7,1885,0,"TA",0,641,641,"Gd",1047,0,0,1047,0,0,1,0,2,"TA","Typ","Detchd",1,"Fa","N",0,0,0,0,0,"Shed",450,8,"Normal",10,0,0
1981,30,60,7200,"NA","Reg","Lvl","1Story",5,8,1940,279,"TA",0,808,808,"Ex",1072,0,0,1072,0,0,1,0,2,"TA","Typ","Detchd",2,"TA","Y",0,0,0,0,0,"NA",0,5,"Normal",13,0,0
1982,50,120,9000,"NA","Reg","Lvl","1.5Fin",5,8,1900,0,"TA",0,550,680,"Ex",680,494,0,1174,0,0,1,0,2,"Gd","Typ","Detchd",2,"TA","Y",116,26,40,0,0,"NA",0,6,"Normal",13.5,0,0
1984,30,50,5925,"NA","Reg","Bnk","1Story",4,7,1937,435,"TA",0,739,907,"TA",1131,0,0,1131,0,0,1,0,2,"TA","Typ","Detchd",2,"TA","Y",0,72,0,0,0,"NA",0,3,"Alloca",8.9471,0,0
1986,30,50,6000,"NA","Reg","Lvl","1Story",4,4,1920,0,"TA",0,710,960,"Gd",960,0,0,960,0,0,1,0,2,"Fa","Typ","Detchd",1,"TA","Y",0,0,168,0,0,"NA",0,7,"Normal",10.85,0,0
1987,70,57,9639,"NA","Reg","Lvl","2Story",4,8,1900,0,"TA",0,1075,1075,"Ex",1156,642,0,1798,0,0,2,1,4,"TA","Typ","Detchd",2,"TA","N",0,0,160,0,0,"NA",0,5,"Normal",13.7,0,0
